18-08-08 14:48:23 --- one package
18-08-08 14:48:28 --- -2519 -4279  4374
18-08-08 14:48:28 --- -2477 -4417  4234
18-08-08 14:48:28 --- -2432 -4548  4229
18-08-08 14:48:28 --- -2357 -4655  4071
18-08-08 14:48:28 --- -2262 -4702  3952
18-08-08 14:48:28 --- -2153 -4744  3771
18-08-08 14:48:28 --- -2030 -4739  3631
18-08-08 14:48:28 --- -1943 -4751  3717
18-08-08 14:48:28 --- -1854 -4730  3737
18-08-08 14:48:28 --- -1802 -4695  3799
18-08-08 14:48:28 --- -1750 -4618  3769
18-08-08 14:48:28 --- -1716 -4534  3763
18-08-08 14:48:28 --- -1679 -4429  3797
18-08-08 14:48:28 --- -1668 -4345  3862
18-08-08 14:48:28 --- -1650 -4237  3850
18-08-08 14:48:28 --- -1655 -4163  3914
18-08-08 14:48:28 --- -1641 -4091  3905
18-08-08 14:48:28 --- -1622 -4060  4032
18-08-08 14:48:28 --- -1583 -4031  4036
18-08-08 14:48:28 --- -1537 -4028  4058
18-08-08 14:48:28 --- -1463 -4023  3955
18-08-08 14:48:28 --- -1378 -4054  3954
18-08-08 14:48:28 --- -1246 -4101  3938
18-08-08 14:48:28 --- -1100 -4167  4030
18-08-08 14:48:28 ---  -932 -4241  4020
18-08-08 14:48:28 ---  -757 -4303  4034
18-08-08 14:48:28 ---  -581 -4376  4013
18-08-08 14:48:28 ---  -393 -4451  4007
18-08-08 14:48:28 ---  -212 -4539  4008
18-08-08 14:48:28 ---   -27 -4641  4028
18-08-08 14:48:28 ---   148 -4751  4013
18-08-08 14:48:28 ---   311 -4873  4009
18-08-08 14:48:28 ---   465 -4992  4015
18-08-08 14:48:28 ---   590 -5118  4032
18-08-08 14:48:28 ---   695 -5237  4049
18-08-08 14:48:28 ---   770 -5353  4023
18-08-08 14:48:28 ---   831 -5475  3994
18-08-08 14:48:28 ---   869 -5596  3916
18-08-08 14:48:28 ---   900 -5736  3853
18-08-08 14:48:28 ---   905 -5887  3796
18-08-08 14:48:28 ---   905 -6041  3715
18-08-08 14:48:28 ---   881 -6186  3611
18-08-08 14:48:28 ---   854 -6309  3452
18-08-08 14:48:28 ---   806 -6419  3291
18-08-08 14:48:28 ---   736 -6531  2897
18-08-08 14:48:28 ---   651 -6646  3065
18-08-08 14:48:28 ---   543 -6763  2905
18-08-08 14:48:28 ---   439 -6854  2775
18-08-08 14:48:28 ---   326 -6933  2576
18-08-08 14:48:28 ---   239 -6972  2411
18-08-08 14:48:28 ---   141 -7033  2276
18-08-08 14:48:28 ---    67 -7341  2283
18-08-08 14:48:28 ---   -14 -7293  2307
18-08-08 14:48:28 ---   -90 -7383  2283
18-08-08 14:48:28 ---  -154 -7432  2210
18-08-08 14:48:28 ---  -467 -7470  2065
18-08-08 14:48:28 ---  -264 -7529  2049
18-08-08 14:48:28 ---  -314 -7596  2091
18-08-08 14:48:28 ---  -414 -7645  2130
18-08-08 14:48:28 ---  -445 -7587  1992
18-08-08 14:48:28 ---  -505 -7477  1681
18-08-08 14:48:28 ---  -571 -7333  1431
18-08-08 14:48:28 ---  -654 -7282  1395
18-08-08 14:48:28 ---  -757 -7279  1589
18-08-08 14:48:28 ---  -870 -7277  1810
18-08-08 14:48:28 ---  -982 -7218  2031
18-08-08 14:48:28 --- -1087 -7058  1923
18-08-08 14:48:28 --- -1203 -6865  1873
18-08-08 14:48:28 --- -1293 -6684  1769
18-08-08 14:48:28 --- -1399 -6554  1796
18-08-08 14:48:28 --- -1506 -6449  1879
18-08-08 14:48:28 --- -1629 -6378  1980
18-08-08 14:48:28 --- -1769 -6293  2117
18-08-08 14:48:28 --- -1917 -6197  2205
18-08-08 14:48:28 --- -2082 -6069  2292
18-08-08 14:48:28 --- -2213 -5902  2284
18-08-08 14:48:28 --- -2358 -5732  2225
18-08-08 14:48:28 --- -2469 -5621  2357
18-08-08 14:48:28 --- -2555 -5574  2401
18-08-08 14:48:28 --- -2638 -5576  2673
18-08-08 14:48:28 --- -2674 -5556  2696
18-08-08 14:48:28 --- -2710 -5551  2683
18-08-08 14:48:28 --- -2717 -5578  2675
18-08-08 14:48:28 --- -2697 -5683  2691
18-08-08 14:48:28 --- -2676 -5808  2785
18-08-08 14:48:28 --- -2622 -5904  2767
18-08-08 14:48:28 --- -2557 -5951  2662
18-08-08 14:48:28 --- -2466 -6002  2502
18-08-08 14:48:28 --- -2336 -6104  2370
18-08-08 14:48:28 --- -2189 -6252  2294
18-08-08 14:48:28 --- -2013 -6415  2221
18-08-08 14:48:28 --- -1836 -6563  2133
18-08-08 14:48:28 --- -1649 -6697  2033
18-08-08 14:48:28 --- -1460 -6836  1934
18-08-08 14:48:28 --- -1271 -6971  1881
18-08-08 14:48:28 --- -1093 -7075  1814
18-08-08 14:48:28 ---  -933 -7158  1773
18-08-08 14:48:28 ---  -797 -7180  1720
18-08-08 14:48:28 ---  -688 -7197  1693
18-08-08 14:48:28 ---  -601 -7184  1713
18-08-08 14:48:28 --- -1751 -10258  1579
18-08-08 14:48:28 --- -3320 -11305  4994
18-08-08 14:48:28 --- -4394 -14106  4910
18-08-08 14:48:28 --- -5236 -13133  7155
18-08-08 14:48:28 --- -4664 -11012  6695
18-08-08 14:48:28 --- -3207 -7268  4761
18-08-08 14:48:28 --- -2354 -4418  3409
18-08-08 14:48:28 --- -1573 -2314  2571
18-08-08 14:48:28 --- -1063 -1276  1471
18-08-08 14:48:28 --- -1228 -1864  1134
18-08-08 14:48:28 --- -1991 -3569  1765
18-08-08 14:48:28 --- -2690 -5803  2572
18-08-08 14:48:28 --- -3284 -7438  3271
18-08-08 14:48:28 --- -3438 -8007  4030
18-08-08 14:48:28 --- -2807 -7141  3558
18-08-08 14:48:28 --- -1785 -7492  2879
18-08-08 14:48:28 ---  -821 -8130  4124
18-08-08 14:48:28 ---   -25 -9364  3689
18-08-08 14:48:28 ---   356 -9961  4481
18-08-08 14:48:28 ---    66 -9506  3572
18-08-08 14:48:28 ---  -539 -8071  2662
18-08-08 14:48:28 --- -1064 -7189  1420
18-08-08 14:48:28 --- -1458 -6646  1233
18-08-08 14:48:28 --- -1193 -7042  1314
18-08-08 14:48:28 ---  -767 -7336  1314
18-08-08 14:48:28 ---  -185 -7936  1759
18-08-08 14:48:28 ---   130 -8150  1715
18-08-08 14:48:28 ---   220 -8450  1849
18-08-08 14:48:28 ---   123 -8291  1583
18-08-08 14:48:28 ---   201 -8539  1687
18-08-08 14:48:28 ---   288 -8473  1393
18-08-08 14:48:28 ---   305 -8307  1251
18-08-08 14:48:28 ---   231 -8195   976
18-08-08 14:48:28 ---   166 -8344  1020
18-08-08 14:48:28 ---   120 -8295   937
18-08-08 14:48:28 ---   179 -8434   979
18-08-08 14:48:28 ---   239 -8562  1005
18-08-08 14:48:28 ---   225 -8586   999
18-08-08 14:48:28 ---   165 -8391   860
18-08-08 14:48:28 ---   224 -8521   813
18-08-08 14:48:28 ---   298 -8647   905
18-08-08 14:48:28 ---   350 -8667   865
18-08-08 14:48:28 ---   453 -8797   892
18-08-08 14:48:29 ---   545 -8940   771
18-08-08 14:48:29 ---   498 -8755   871
18-08-08 14:48:29 ---   488 -8767   910
18-08-08 14:48:29 ---   421 -8777   862
18-08-08 14:48:29 ---   309 -8759   907
18-08-08 14:48:29 ---   240 -8706   913
18-08-08 14:48:29 ---   258 -8777   985
18-08-08 14:48:29 ---   250 -8769   991
18-08-08 14:48:29 ---   233 -8640  1022
18-08-08 14:48:29 ---   210 -8622  1098
18-08-08 14:48:29 ---   219 -8510  1132
18-08-08 14:48:29 ---   191 -8496  1181
18-08-08 14:48:29 ---   187 -8563  1262
18-08-08 14:48:29 ---   177 -8601  1305
18-08-08 14:48:29 ---    98 -8542  1290
18-08-08 14:48:29 ---    96 -8524  1271
18-08-08 14:48:29 ---    94 -8467  1305
18-08-08 14:48:29 ---    99 -8440  1290
18-08-08 14:48:29 ---    96 -8420  1396
18-08-08 14:48:29 ---    94 -8434  1473
18-08-08 14:48:29 ---    82 -8411  1620
18-08-08 14:48:29 ---    47 -8384  1700
18-08-08 14:48:29 ---    22 -8350  1810
18-08-08 14:48:29 ---   -18 -8310  1878
18-08-08 14:48:29 ---   -47 -8252  1927
18-08-08 14:48:29 ---   -63 -8208  1978
18-08-08 14:48:29 ---   -70 -8180  2042
18-08-08 14:48:29 ---   -84 -8134  2081
18-08-08 14:48:29 ---  -114 -8086  2095
18-08-08 14:48:29 ---  -150 -8023  2108
18-08-08 14:48:29 ---  -195 -7979  2167
18-08-08 14:48:29 ---  -248 -7930  2242
18-08-08 14:48:29 ---  -297 -7905  2392
18-08-08 14:48:29 ---  -369 -7874  2518
18-08-08 14:48:29 ---  -441 -7828  2683
18-08-08 14:48:29 ---  -531 -7750  2772
18-08-08 14:48:29 ---  -617 -7684  2932
18-08-08 14:48:29 ---  -695 -7599  3071
18-08-08 14:48:29 ---  -778 -7517  3202
18-08-08 14:48:29 ---  -852 -7427  3263
18-08-08 14:48:29 ---  -921 -7352  3303
18-08-08 14:48:29 ---  -983 -7304  3378
18-08-08 14:48:29 --- -1017 -7274  3438
18-08-08 14:48:29 --- -1037 -7259  3582
18-08-08 14:48:29 --- -1040 -7245  3675
18-08-08 14:48:30 --- one package
18-08-08 14:48:30 --- -1367 -7403  1731
18-08-08 14:48:30 --- -1373 -7440  1663
18-08-08 14:48:30 --- -1379 -7466  1600
18-08-08 14:48:30 --- -1383 -7488  1541
18-08-08 14:48:30 --- -1382 -7497  1488
18-08-08 14:48:30 --- -1394 -7506  1428
18-08-08 14:48:30 --- -1403 -7505  1380
18-08-08 14:48:30 --- -1427 -7501  1325
18-08-08 14:48:30 --- -1441 -7482  1274
18-08-08 14:48:30 --- -1459 -7460  1227
18-08-08 14:48:30 --- -1468 -7432  1177
18-08-08 14:48:30 --- -1480 -7406  1129
18-08-08 14:48:30 --- -1489 -7381  1083
18-08-08 14:48:30 --- -1494 -7353  1039
18-08-08 14:48:30 --- -1506 -7328  1009
18-08-08 14:48:30 --- -1510 -7302   988
18-08-08 14:48:30 --- -1512 -7274   970
18-08-08 14:48:30 --- -1513 -7247   968
18-08-08 14:48:30 --- -1511 -7220   950
18-08-08 14:48:30 --- -1508 -7187   927
18-08-08 14:48:30 --- -1514 -7155   891
18-08-08 14:48:30 --- -1514 -7117   844
18-08-08 14:48:30 --- -1514 -7085   804
18-08-08 14:48:30 --- -1512 -7047   769
18-08-08 14:48:30 --- -1509 -7018   747
18-08-08 14:48:30 --- -1500 -6988   726
18-08-08 14:48:30 --- -1495 -6960   714
18-08-08 14:48:30 --- -1483 -6936   708
18-08-08 14:48:30 --- -1479 -6913   709
18-08-08 14:48:30 --- -1472 -6886   715
18-08-08 14:48:30 --- -1467 -6859   725
18-08-08 14:48:30 --- -1466 -6824   731
18-08-08 14:48:30 --- -1463 -6785   744
18-08-08 14:48:30 --- -1463 -6749   763
18-08-08 14:48:30 --- -1467 -6718   796
18-08-08 14:48:30 --- -1464 -6686   830
18-08-08 14:48:30 --- -1463 -6667   876
18-08-08 14:48:30 --- -1468 -6646   919
18-08-08 14:48:30 --- -1472 -6629   956
18-08-08 14:48:30 --- -1472 -6614   990
18-08-08 14:48:30 --- -1473 -6603  1024
18-08-08 14:48:30 --- -1468 -6591  1059
18-08-08 14:48:30 --- -1467 -6581  1103
18-08-08 14:48:30 --- -1470 -6569  1157
18-08-08 14:48:30 --- -1477 -6556  1214
18-08-08 14:48:30 --- -1481 -6541  1335
18-08-08 14:48:30 --- -1496 -6526  1395
18-08-08 14:48:30 --- -1511 -6516  1458
18-08-08 14:48:30 --- -1522 -6502  1524
18-08-08 14:48:30 --- -1532 -6489  1587
18-08-08 14:48:30 --- -1535 -6472  1655
18-08-08 14:48:30 --- -1532 -6434  1722
18-08-08 14:48:30 --- -1538 -6418  1787
18-08-08 14:48:30 --- -1537 -6401  1844
18-08-08 14:48:30 --- -1287 -6387  1895
18-08-08 14:48:30 --- -1534 -6368  1940
18-08-08 14:48:30 --- -1503 -6348  1981
18-08-08 14:48:30 --- -1478 -6330  2016
18-08-08 14:48:30 --- -1458 -6314  2052
18-08-08 14:48:30 --- -1442 -6292  2101
18-08-08 14:48:30 --- -1429 -6275  2156
18-08-08 14:48:30 --- -1424 -6253  2235
18-08-08 14:48:30 --- -1413 -6237  2314
18-08-08 14:48:30 --- -1411 -6225  2399
18-08-08 14:48:30 --- -1407 -6213  2481
18-08-08 14:48:30 --- -1406 -6209  2556
18-08-08 14:48:30 --- -1407 -6198  2625
18-08-08 14:48:30 --- -1403 -6191  2693
18-08-08 14:48:30 --- -1392 -6188  2747
18-08-08 14:48:30 --- -1386 -6185  2812
18-08-08 14:48:30 --- -1371 -6195  2861
18-08-08 14:48:30 --- -1359 -6207  2919
18-08-08 14:48:30 --- -1351 -6234  2965
18-08-08 14:48:30 --- -1347 -6262  3006
18-08-08 14:48:30 --- -1340 -6304  3045
18-08-08 14:48:30 --- -1328 -6343  3076
18-08-08 14:48:30 --- -1316 -6396  3113
18-08-08 14:48:30 --- -1292 -6440  3163
18-08-08 14:48:30 --- -1287 -6496  3206
18-08-08 14:48:30 --- -1285 -6540  3253
18-08-08 14:48:30 --- -1510 -6963  3270
18-08-08 14:48:30 --- -1242 -10367  6970
18-08-08 14:48:30 ---  -354 -13210  6273
18-08-08 14:48:30 ---  -125 -16906 10582
18-08-08 14:48:30 ---   653 -17267 10403
18-08-08 14:48:30 ---   799 -15098  7516
18-08-08 14:48:30 ---   325 -10729  6144
18-08-08 14:48:30 ---   378 -6828  2462
18-08-08 14:48:30 ---   294 -3851     6
18-08-08 14:48:30 ---    29 -2330    13
18-08-08 14:48:30 ---     4 -1936   -13
18-08-08 14:48:30 ---  -191 -2167   481
18-08-08 14:48:30 ---  -540 -4251  2959
18-08-08 14:48:30 ---  -368 -6105  4874
18-08-08 14:48:30 ---  -664 -8756  7838
18-08-08 14:48:30 ---  -591 -9801  8706
18-08-08 14:48:30 ---  -657 -9686  7990
18-08-08 14:48:30 ---  -938 -8228  5886
18-08-08 14:48:30 --- -1113 -7229  4265
18-08-08 14:48:30 --- -1149 -6690  2939
18-08-08 14:48:30 --- -1325 -7084  3733
18-08-08 14:48:30 --- -1323 -7436  3763
18-08-08 14:48:30 --- -1419 -7469  3837
18-08-08 14:48:30 --- -1588 -7254  3627
18-08-08 14:48:30 --- -1626 -7039  3293
18-08-08 14:48:30 --- -1703 -7172  3361
18-08-08 14:48:30 --- -1696 -7302  3636
18-08-08 14:48:30 --- -1718 -7375  3620
18-08-08 14:48:30 --- -1729 -7274  3507
18-08-08 14:48:30 --- -1727 -7224  3325
18-08-08 14:48:30 --- -1682 -7270  3268
18-08-08 14:48:30 --- -1623 -7410  3338
18-08-08 14:48:30 --- -1563 -7477  3317
18-08-08 14:48:30 --- -1514 -7538  3304
18-08-08 14:48:30 --- -1453 -7567  3237
18-08-08 14:48:30 --- -1408 -7672  3300
18-08-08 14:48:30 --- -1410 -7903  3369
18-08-08 14:48:30 --- -1568 -8402  3607
18-08-08 14:48:30 --- -1855 -9026  4071
18-08-08 14:48:30 --- -2101 -9411  4209
18-08-08 14:48:30 --- -2243 -9173  4044
18-08-08 14:48:30 --- -2126 -8204  3371
18-08-08 14:48:30 --- -1840 -6781  2252
18-08-08 14:48:30 --- -1554 -6138  1737
18-08-08 14:48:30 --- -1341 -6547  2431
18-08-08 14:48:30 --- -1332 -7701  3494
18-08-08 14:48:30 --- -1341 -8713  4694
18-08-08 14:48:30 --- -1373 -8780  4936
18-08-08 14:48:30 --- -1332 -7704  3953
18-08-08 14:48:30 --- -1224 -6120  2554
18-08-08 14:48:30 --- -1040 -5041  1242
18-08-08 14:48:30 ---  -670 -5571  2003
18-08-08 14:48:30 ---  -404 -6896  3160
18-08-08 14:48:30 ---  -258 -8623  5004
18-08-08 14:48:30 ---  -280 -9336  5972
18-08-08 14:48:30 ---  -544 -8639  5171
18-08-08 14:48:30 ---  -808 -6890  3612
18-08-08 14:48:30 ---  -831 -5808  2143
18-08-08 14:48:30 ---  -670 -5779  2685
18-08-08 14:48:30 ---  -678 -6764  3376
18-08-08 14:48:30 ---  -642 -7759  4955
18-08-08 14:48:30 ---  -691 -7929  3937
18-08-08 14:48:30 ---  -889 -7002  3453
18-08-08 14:48:30 ---  -755 -6460  2968
18-08-08 14:48:30 ---  -571 -6280  4235
18-08-08 14:48:30 ---  -676 -7076  4697
18-08-08 14:48:30 ---  -627 -7647  4352
18-08-08 14:48:30 ---  -754 -6673  3589
18-08-08 14:48:30 ---  -819 -6148  3397
18-08-08 14:48:30 ---  -667 -6557  3171
18-08-08 14:48:30 ---  -670 -7227  4722
18-08-08 14:48:30 ---  -837 -7531  4978
18-08-08 14:48:30 ---  -868 -6952  4293
18-08-08 14:48:30 ---  -987 -6138  3284
18-08-08 14:48:30 ---  -632 -5828  3204
18-08-08 14:48:30 ---  -816 -6279  3506
18-08-08 14:48:30 ---  -961 -7024  4883
18-08-08 14:48:30 --- -1026 -7223  5139
18-08-08 14:48:30 --- -1093 -6531  4315
18-08-08 14:48:30 ---  -990 -6006  3651
18-08-08 14:48:30 ---  -883 -5812  3298
18-08-08 14:48:30 --- -1071 -6468  4362
18-08-08 14:48:31 --- -1131 -6985  5140
18-08-08 14:48:31 --- -1173 -6815  4974
18-08-08 14:48:31 --- -1108 -6070  4085
18-08-08 14:48:31 ---  -986 -5727  3757
18-08-08 14:48:31 --- -1007 -5922  3793
18-08-08 14:48:31 --- -1159 -6661  5129
18-08-08 14:48:31 --- -1174 -6938  5540
18-08-08 14:48:31 --- -1125 -6390  4781
18-08-08 14:48:31 ---  -969 -5768  3887
18-08-08 14:48:31 ---  -858 -5628  3738
18-08-08 14:48:31 ---  -949 -6221  4468
18-08-08 14:48:31 --- -1030 -6872  5587
18-08-08 14:48:31 --- -1022 -6826  5535
18-08-08 14:48:31 ---  -918 -6102  4412
18-08-08 14:48:31 ---  -796 -5676  3909
18-08-08 14:48:31 ---  -761 -5793  3882
18-08-08 14:48:31 ---  -873 -6502  5027
18-08-08 14:48:31 ---  -878 -6835  5651
18-08-08 14:48:31 ---  -821 -6473  4918
18-08-08 14:48:31 ---  -751 -5980  4197
18-08-08 14:48:31 ---  -713 -5837  3931
18-08-08 14:48:31 ---  -854 -6299  4532
18-08-08 14:48:31 ---  -941 -6803  5430
18-08-08 14:48:31 ---  -898 -6641  5119
18-08-08 14:48:31 ---  -821 -6230  4327
18-08-08 14:48:31 ---  -720 -5939  3962
18-08-08 14:48:31 ---  -770 -6195  4167
18-08-08 14:48:31 ---  -860 -6643  5047
18-08-08 14:48:31 ---  -810 -6679  5156
18-08-08 14:48:31 ---  -761 -6435  4546
18-08-08 14:48:31 ---  -652 -6130  4178
18-08-08 14:48:31 ---  -690 -6241  4183
18-08-08 14:48:31 ---  -800 -6544  4777
18-08-08 14:48:31 ---  -855 -6786  5153
18-08-08 14:48:31 ---  -826 -6696  4890
18-08-08 14:48:31 ---  -747 -6497  4493
18-08-08 14:48:31 ---  -676 -6383  4179
18-08-08 14:48:31 ---  -698 -6412  4247
18-08-08 14:48:31 ---  -748 -6483  4415
18-08-08 14:48:31 ---  -797 -6491  4489
18-08-08 14:48:31 ---  -833 -6442  4483
18-08-08 14:48:31 ---  -855 -6372  4464
18-08-08 14:48:31 ---  -887 -6337  4479
18-08-08 14:48:31 ---  -912 -6337  4589
18-08-08 14:48:31 ---  -934 -6335  4688
18-08-08 14:48:31 ---  -931 -6302  4734
18-08-08 14:48:31 ---  -919 -6231  4745
18-08-08 14:48:31 ---  -913 -6155  4756
18-08-08 14:48:31 ---  -910 -6088  4816
18-08-08 14:48:31 ---  -916 -6019  4904
18-08-08 14:48:31 ---  -924 -5936  4961
18-08-08 14:48:31 ---  -925 -5835  5014
18-08-08 14:48:31 ---  -939 -5742  5064
18-08-08 14:48:31 ---  -939 -5663  5140
18-08-08 14:48:31 ---  -943 -5602  5227
18-08-08 14:48:31 ---  -978 -5560  5398
18-08-08 14:48:31 --- -1021 -5434  5688
18-08-08 14:48:31 --- -1105 -5253  5995
18-08-08 14:48:31 --- -1185 -4958  6274
18-08-08 14:48:31 --- -1209 -4679  6418
18-08-08 14:48:31 --- -1183 -4477  6431
18-08-08 14:48:31 --- -1083 -4442  6375
18-08-08 14:48:31 ---  -937 -4536  6264
18-08-08 14:48:31 ---  -769 -4703  6155
18-08-08 14:48:31 ---  -610 -4860  6029
18-08-08 14:48:31 ---  -487 -4952  5962
18-08-08 14:48:31 ---  -408 -4964  5953
18-08-08 14:48:31 ---  -385 -4908  6020
18-08-08 14:48:31 ---  -383 -4806  6121
18-08-08 14:48:31 ---  -399 -4703  6217
18-08-08 14:48:31 ---  -395 -4619  6312
18-08-08 14:48:31 ---  -393 -4601  6342
18-08-08 14:48:31 ---  -378 -4619  6332
18-08-08 14:48:31 ---  -364 -4675  6295
18-08-08 14:48:31 ---  -355 -4716  6271
18-08-08 14:48:31 ---  -346 -4707  6275
18-08-08 14:48:31 ---  -332 -4653  6305
18-08-08 14:48:31 ---  -333 -4564  6366
18-08-08 14:48:31 ---  -344 -4484  6438
18-08-08 14:48:31 ---  -366 -4418  6518
18-08-08 14:48:31 ---  -379 -4393  6582
18-08-08 14:48:31 ---  -375 -4377  6623
18-08-08 14:48:31 ---  -329 -4375  6604
18-08-08 14:48:31 ---  -284 -4367  6581
18-08-08 14:48:31 ---  -219 -4352  6582
18-08-08 14:48:31 ---  -181 -4338  6577
18-08-08 14:48:31 ---  -151 -4305  6609
18-08-08 14:48:31 ---  -150 -4303  6614
18-08-08 14:48:31 ---  -169 -4314  6627
18-08-08 14:48:31 ---  -462 -4334  6648
18-08-08 14:48:31 ---  -262 -4367  6680
18-08-08 14:48:31 ---  -321 -4403  6726
18-08-08 14:48:31 ---  -441 -4428  6755
18-08-08 14:48:31 ---  -473 -4450  6764
18-08-08 14:48:32 --- one package
18-08-08 14:48:32 ---  -223  -606 10191
18-08-08 14:48:32 ---  -220  -744 10090
18-08-08 14:48:32 ---  -256  -845 10090
18-08-08 14:48:32 ---  -300  -941 10040
18-08-08 14:48:32 ---  -347 -1044 10021
18-08-08 14:48:32 ---  -372 -1179 10099
18-08-08 14:48:32 ---  -377 -1320 10087
18-08-08 14:48:32 ---  -397 -1449 10034
18-08-08 14:48:32 ---  -429 -1568  9954
18-08-08 14:48:32 ---  -486 -1657  9889
18-08-08 14:48:32 ---  -560 -1739  9779
18-08-08 14:48:32 ---  -641 -1802  9695
18-08-08 14:48:32 ---  -722 -1873  9633
18-08-08 14:48:32 ---  -787 -1935  9549
18-08-08 14:48:32 ---  -836 -2006  9439
18-08-08 14:48:32 ---  -854 -2086  9330
18-08-08 14:48:32 ---  -851 -2164  9208
18-08-08 14:48:32 ---  -820 -2237  9051
18-08-08 14:48:32 ---  -792 -2254  8910
18-08-08 14:48:32 ---  -793 -2214  8799
18-08-08 14:48:32 ---  -821 -2124  8684
18-08-08 14:48:32 ---  -889 -2022  8579
18-08-08 14:48:32 ---  -967 -1955  8499
18-08-08 14:48:32 --- -1025 -1947  8379
18-08-08 14:48:32 --- -1068 -1987  8242
18-08-08 14:48:32 --- -1084 -2067  8075
18-08-08 14:48:32 --- -1103 -2160  7908
18-08-08 14:48:32 --- -1116 -2253  7726
18-08-08 14:48:32 --- -1137 -2332  7547
18-08-08 14:48:32 --- -1151 -2388  7386
18-08-08 14:48:32 --- -1164 -2426  7217
18-08-08 14:48:32 --- -1175 -2446  7067
18-08-08 14:48:32 --- -1189 -2460  6918
18-08-08 14:48:32 --- -1211 -2466  6781
18-08-08 14:48:32 --- -1239 -2475  6623
18-08-08 14:48:32 --- -1264 -2485  6478
18-08-08 14:48:32 --- -1286 -2501  6330
18-08-08 14:48:32 --- -1315 -2519  6172
18-08-08 14:48:32 --- -1347 -2544  6039
18-08-08 14:48:32 --- -1376 -2570  5889
18-08-08 14:48:32 --- -1400 -2601  5760
18-08-08 14:48:32 --- -1394 -2636  5623
18-08-08 14:48:32 --- -1373 -2681  5500
18-08-08 14:48:32 --- -1338 -2741  5371
18-08-08 14:48:32 --- -1310 -2820  5253
18-08-08 14:48:32 --- -1293 -2901  5123
18-08-08 14:48:32 --- -1274 -2991  4997
18-08-08 14:48:32 --- -1264 -3080  4875
18-08-08 14:48:32 --- -1246 -3169  4722
18-08-08 14:48:32 --- -1223 -3265  4633
18-08-08 14:48:32 --- -1186 -3378  4465
18-08-08 14:48:32 --- -1141 -3495  4400
18-08-08 14:48:32 --- -1069 -3633  4331
18-08-08 14:48:32 --- -1001 -3771  4248
18-08-08 14:48:32 ---  -922 -3901  4211
18-08-08 14:48:32 ---  -862 -4009  4022
18-08-08 14:48:32 ---  -806 -4102  3929
18-08-08 14:48:32 ---  -749 -4206  3761
18-08-08 14:48:32 ---  -684 -4309  3669
18-08-08 14:48:32 ---  -615 -4434  3655
18-08-08 14:48:32 ---  -545 -4566  3575
18-08-08 14:48:32 ---  -476 -4694  3581
18-08-08 14:48:32 ---  -425 -4824  3528
18-08-08 14:48:32 ---  -387 -4950  3477
18-08-08 14:48:32 ---  -365 -5075  3445
18-08-08 14:48:32 ---  -351 -5195  3377
18-08-08 14:48:32 ---  -350 -5325  3370
18-08-08 14:48:32 ---  -333 -5456  3326
18-08-08 14:48:32 ---  -333 -5589  3320
